Match Key,Match Name,Match Type,Match Number,Alliance,Team1,Team2,Team3,Score,Adjustpoints,Autotowerpoints,Autotowerrobot1,Autotowerrobot2,Autotowerrobot3,Endgametowerpoints,Endgametowerrobot1,Endgametowerrobot2,Endgametowerrobot3,Energizedachieved,Foulpoints,G206penalty,Hubscore,Majorfoulcount,Minorfoulcount,Penalties,Rp,Superchargedachieved,Totalautopoints,Totalpoints,Totalteleoppoints,Totaltowerpoints,Traversalachieved
2026mndu2_qm65,Qm65,Qm,65,Red,frc3102,frc5720,frc5913,131,0.0,0.0,None,None,None,0.0,None,None,None,True,0.0,False,"{'autoCount': 37, 'autoPoints': 37, 'endgameCount': 25, 'endgamePoints': 25, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 38, 'shift2Points': 38, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 31, 'shift4Points': 31, 'teleopCount': 94, 'teleopPoints': 94, 'totalCount': 131, 'totalPoints': 131, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 0}",0.0,0.0,None,4.0,False,37.0,131.0,94.0,0.0,False
2026mndu2_qm66,Qm66,Qm,66,Blue,frc3610,frc2472,frc2855,80,0.0,0.0,None,None,None,0.0,None,None,None,False,0.0,False,"{'autoCount': 14, 'autoPoints': 14, 'endgameCount': 39, 'endgamePoints': 39, 'shift1Count': 11, 'shift1Points': 11, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 15, 'shift3Points': 15, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 66, 'teleopPoints': 66, 'totalCount': 80, 'totalPoints': 80, 'transitionCount': 1, 'transitionPoints': 1, 'uncounted': 0}",1.0,2.0,None,0.0,False,14.0,80.0,66.0,0.0,False
2026mndu2_qm66,Qm66,Qm,66,Red,frc6132,frc6758,frc6047,126,0.0,0.0,None,None,None,0.0,None,None,None,True,25.0,False,"{'autoCount': 34, 'autoPoints': 34, 'endgameCount': 16, 'endgamePoints': 16, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 29, 'shift2Points': 29, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 22, 'shift4Points': 22, 'teleopCount': 67, 'teleopPoints': 67, 'totalCount': 101, 'totalPoints': 101, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 0}",0.0,0.0,None,4.0,False,34.0,126.0,67.0,0.0,False
2026mndu2_qm67,Qm67,Qm,67,Blue,frc10711,frc2574,frc4623,19,0.0,0.0,None,None,None,0.0,None,None,None,False,0.0,False,"{'autoCount': 19, 'autoPoints': 19, 'endgameCount': 0, 'endgamePoints': 0, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 0, 'teleopPoints': 0, 'totalCount': 19, 'totalPoints': 19, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 0}",0.0,0.0,None,0.0,False,19.0,19.0,0.0,0.0,False
2026mndu2_qm67,Qm67,Qm,67,Red,frc2169,frc2500,frc5253,36,0.0,0.0,None,None,None,0.0,None,None,None,False,0.0,False,"{'autoCount': 14, 'autoPoints': 14, 'endgameCount': 10, 'endgamePoints': 10, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 12, 'shift3Points': 12, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 22, 'teleopPoints': 22, 'totalCount': 36, 'totalPoints': 36, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 1}",0.0,0.0,None,3.0,False,14.0,36.0,22.0,0.0,False
2026mndu2_qm68,Qm68,Qm,68,Blue,frc3008,frc2512,frc10474,25,0.0,0.0,None,None,None,0.0,None,None,None,False,0.0,False,"{'autoCount': 4, 'autoPoints': 4, 'endgameCount': 10, 'endgamePoints': 10, 'shift1Count': 2, 'shift1Points': 2, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 7, 'shift3Points': 7, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 21, 'teleopPoints': 21, 'totalCount': 25, 'totalPoints': 25, 'transitionCount': 2, 'transitionPoints': 2, 'uncounted': 0}",1.0,0.0,None,0.0,False,4.0,25.0,21.0,0.0,False
2026mndu2_qm68,Qm68,Qm,68,Red,frc3054,frc2491,frc4181,160,0.0,0.0,None,None,None,0.0,None,None,None,True,15.0,False,"{'autoCount': 28, 'autoPoints': 28, 'endgameCount': 23, 'endgamePoints': 23, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 48, 'shift2Points': 48, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 46, 'shift4Points': 46, 'teleopCount': 117, 'teleopPoints': 117, 'totalCount': 145, 'totalPoints': 145, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 0}",0.0,0.0,None,4.0,False,28.0,160.0,117.0,0.0,False
2026mndu2_qm69,Qm69,Qm,69,Blue,frc6907,frc4687,frc2227,114,0.0,0.0,None,None,None,0.0,None,None,None,True,0.0,False,"{'autoCount': 16, 'autoPoints': 16, 'endgameCount': 47, 'endgamePoints': 47, 'shift1Count': 24, 'shift1Points': 24, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 27, 'shift3Points': 27, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 98, 'teleopPoints': 98, 'totalCount': 114, 'totalPoints': 114, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 0}",0.0,0.0,None,1.0,False,16.0,114.0,98.0,0.0,False
2026mndu2_qm69,Qm69,Qm,69,Red,frc5232,frc2052,frc8122,254,0.0,0.0,None,None,None,0.0,None,None,None,True,0.0,False,"{'autoCount': 29, 'autoPoints': 29, 'endgameCount': 75, 'endgamePoints': 75, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 73, 'shift2Points': 73, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 62, 'shift4Points': 62, 'teleopCount': 225, 'teleopPoints': 225, 'totalCount': 254, 'totalPoints': 254, 'transitionCount': 15, 'transitionPoints': 15, 'uncounted': 4}",0.0,0.0,None,4.0,False,29.0,254.0,225.0,0.0,False
2026mndu2_qm7,Qm7,Qm,7,Blue,frc5278,frc11292,frc2052,89,0.0,0.0,None,None,None,0.0,None,None,None,False,0.0,False,"{'autoCount': 27, 'autoPoints': 27, 'endgameCount': 4, 'endgamePoints': 4, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 14, 'shift2Points': 14, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 25, 'shift4Points': 25, 'teleopCount': 62, 'teleopPoints': 62, 'totalCount': 89, 'totalPoints': 89, 'transitionCount': 19, 'transitionPoints': 19, 'uncounted': 1}",0.0,0.0,None,3.0,False,27.0,89.0,62.0,0.0,False
2026mndu2_qm7,Qm7,Qm,7,Red,frc6758,frc2129,frc4623,56,0.0,0.0,None,None,None,0.0,None,None,None,False,0.0,False,"{'autoCount': 21, 'autoPoints': 21, 'endgameCount': 27, 'endgamePoints': 27, 'shift1Count': 3, 'shift1Points': 3, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 5, 'shift3Points': 5, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 35, 'teleopPoints': 35, 'totalCount': 56, 'totalPoints': 56, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 2}",0.0,0.0,None,0.0,False,21.0,56.0,35.0,0.0,False
2026mndu2_qm70,Qm70,Qm,70,Blue,frc2129,frc4226,frc1622,42,0.0,0.0,None,None,None,0.0,None,None,None,False,0.0,False,"{'autoCount': 5, 'autoPoints': 5, 'endgameCount': 17, 'endgamePoints': 17, 'shift1Count': 3, 'shift1Points': 3, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 17, 'shift3Points': 17, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 37, 'teleopPoints': 37, 'totalCount': 42, 'totalPoints': 42, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 0}",0.0,0.0,None,0.0,False,5.0,42.0,37.0,0.0,False
2026mndu2_qm70,Qm70,Qm,70,Red,frc5275,frc9532,frc5278,57,0.0,0.0,None,None,None,0.0,None,None,None,False,0.0,False,"{'autoCount': 15, 'autoPoints': 15, 'endgameCount': 9, 'endgamePoints': 9, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 16, 'shift2Points': 16, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 16, 'shift4Points': 16, 'teleopCount': 42, 'teleopPoints': 42, 'totalCount': 57, 'totalPoints': 57, 'transitionCount': 1, 'transitionPoints': 1, 'uncounted': 2}",0.0,0.0,None,3.0,False,15.0,57.0,42.0,0.0,False
2026mndu2_qm71,Qm71,Qm,71,Blue,frc6132,frc3610,frc2502,49,0.0,0.0,None,None,None,0.0,None,None,None,False,0.0,False,"{'autoCount': 14, 'autoPoints': 14, 'endgameCount': 15, 'endgamePoints': 15, 'shift1Count': 9, 'shift1Points': 9, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 10, 'shift3Points': 10, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 35, 'teleopPoints': 35, 'totalCount': 49, 'totalPoints': 49, 'transitionCount': 1, 'transitionPoints': 1, 'uncounted': 1}",0.0,0.0,None,0.0,False,14.0,49.0,35.0,0.0,False
2026mndu2_qm71,Qm71,Qm,71,Red,frc6045,frc3102,frc2177,198,0.0,0.0,None,None,None,0.0,None,None,None,True,0.0,False,"{'autoCount': 23, 'autoPoints': 23, 'endgameCount': 43, 'endgamePoints': 43, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 81, 'shift2Points': 81, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 47, 'shift4Points': 47, 'teleopCount': 175, 'teleopPoints': 175, 'totalCount': 198, 'totalPoints': 198, 'transitionCount': 4, 'transitionPoints': 4, 'uncounted': 4}",0.0,0.0,None,4.0,False,23.0,198.0,175.0,0.0,False
2026mndu2_qm72,Qm72,Qm,72,Blue,frc2574,frc2239,frc5913,153,0.0,0.0,None,None,None,0.0,None,None,None,True,5.0,False,"{'autoCount': 21, 'autoPoints': 21, 'endgameCount': 16, 'endgamePoints': 16, 'shift1Count': 21, 'shift1Points': 21, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 63, 'shift3Points': 63, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 127, 'teleopPoints': 127, 'totalCount': 148, 'totalPoints': 148, 'transitionCount': 27, 'transitionPoints': 27, 'uncounted': 0}",0.0,3.0,None,1.0,False,21.0,153.0,127.0,0.0,False
2026mndu2_qm72,Qm72,Qm,72,Red,frc2472,frc10711,frc6758,190,0.0,0.0,None,None,None,0.0,None,None,None,True,15.0,False,"{'autoCount': 39, 'autoPoints': 39, 'endgameCount': 50, 'endgamePoints': 50, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 51, 'shift2Points': 51, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 27, 'shift4Points': 27, 'teleopCount': 136, 'teleopPoints': 136, 'totalCount': 175, 'totalPoints': 175, 'transitionCount': 8, 'transitionPoints': 8, 'uncounted': 0}",0.0,1.0,None,4.0,False,39.0,190.0,136.0,0.0,False
2026mndu2_qm73,Qm73,Qm,73,Blue,frc3054,frc5253,frc3298,49,0.0,0.0,None,None,None,0.0,None,None,None,False,0.0,False,"{'autoCount': 19, 'autoPoints': 19, 'endgameCount': 10, 'endgamePoints': 10, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 12, 'shift2Points': 12, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 6, 'shift4Points': 6, 'teleopCount': 30, 'teleopPoints': 30, 'totalCount': 49, 'totalPoints': 49, 'transitionCount': 2, 'transitionPoints': 2, 'uncounted': 0}",0.0,0.0,None,0.0,False,19.0,49.0,30.0,0.0,False
2026mndu2_qm73,Qm73,Qm,73,Red,frc4181,frc2512,frc2169,100,0.0,15.0,Level1,None,None,0.0,None,None,None,False,0.0,False,"{'autoCount': 18, 'autoPoints': 18, 'endgameCount': 31, 'endgamePoints': 31, 'shift1Count': 9, 'shift1Points': 9, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 26, 'shift3Points': 26, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 67, 'teleopPoints': 67, 'totalCount': 85, 'totalPoints': 85, 'transitionCount': 1, 'transitionPoints': 1, 'uncounted': 0}",0.0,0.0,None,3.0,False,33.0,100.0,67.0,15.0,False
2026mndu2_qm74,Qm74,Qm,74,Blue,frc10474,frc11292,frc7041,71,0.0,0.0,None,None,None,0.0,None,None,None,False,15.0,False,"{'autoCount': 24, 'autoPoints': 24, 'endgameCount': 15, 'endgamePoints': 15, 'shift1Count': 6, 'shift1Points': 6, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 10, 'shift3Points': 10, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 32, 'teleopPoints': 32, 'totalCount': 56, 'totalPoints': 56, 'transitionCount': 1, 'transitionPoints': 1, 'uncounted': 0}",0.0,1.0,None,0.0,False,24.0,71.0,32.0,0.0,False
2026mndu2_qm74,Qm74,Qm,74,Red,frc2052,frc3008,frc2227,211,0.0,0.0,None,None,None,0.0,None,None,None,True,5.0,False,"{'autoCount': 46, 'autoPoints': 46, 'endgameCount': 55, 'endgamePoints': 55, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 61, 'shift2Points': 61, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 31, 'shift4Points': 31, 'teleopCount': 160, 'teleopPoints': 160, 'totalCount': 206, 'totalPoints': 206, 'transitionCount': 13, 'transitionPoints': 13, 'uncounted': 9}",1.0,0.0,None,4.0,False,46.0,211.0,160.0,0.0,False
2026mndu2_qm75,Qm75,Qm,75,Blue,frc2491,frc4687,frc9532,231,0.0,0.0,None,None,None,10.0,None,Level1,None,True,0.0,False,"{'autoCount': 34, 'autoPoints': 34, 'endgameCount': 48, 'endgamePoints': 48, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 71, 'shift2Points': 71, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 68, 'shift4Points': 68, 'teleopCount': 187, 'teleopPoints': 187, 'totalCount': 221, 'totalPoints': 221, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 0}",0.0,0.0,None,4.0,False,34.0,231.0,197.0,10.0,False
2026mndu2_qm75,Qm75,Qm,75,Red,frc8122,frc3212,frc5278,118,0.0,0.0,None,None,None,0.0,None,None,None,True,0.0,False,"{'autoCount': 24, 'autoPoints': 24, 'endgameCount': 28, 'endgamePoints': 28, 'shift1Count': 25, 'shift1Points': 25, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 41, 'shift3Points': 41, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 94, 'teleopPoints': 94, 'totalCount': 118, 'totalPoints': 118, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 1}",0.0,0.0,None,1.0,False,24.0,118.0,94.0,0.0,False
2026mndu2_qm76,Qm76,Qm,76,Blue,frc6047,frc4226,frc2855,51,0.0,0.0,None,None,None,10.0,None,Level1,None,False,0.0,False,"{'autoCount': 18, 'autoPoints': 18, 'endgameCount': 13, 'endgamePoints': 13, 'shift1Count': 5, 'shift1Points': 5, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 5, 'shift3Points': 5, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 23, 'teleopPoints': 23, 'totalCount': 41, 'totalPoints': 41, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 0}",1.0,0.0,None,0.0,False,18.0,51.0,33.0,10.0,False
2026mndu2_qm76,Qm76,Qm,76,Red,frc6907,frc4230,frc2129,138,0.0,0.0,None,None,None,0.0,None,None,None,True,15.0,False,"{'autoCount': 50, 'autoPoints': 50, 'endgameCount': 6, 'endgamePoints': 6, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 57, 'shift2Points': 57, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 8, 'shift4Points': 8, 'teleopCount': 73, 'teleopPoints': 73, 'totalCount': 123, 'totalPoints': 123, 'transitionCount': 2, 'transitionPoints': 2, 'uncounted': 0}",0.0,0.0,None,4.0,False,50.0,138.0,73.0,0.0,False
2026mndu2_qm77,Qm77,Qm,77,Blue,frc2500,frc5232,frc4623,57,0.0,0.0,None,None,None,0.0,None,None,None,False,0.0,False,"{'autoCount': 12, 'autoPoints': 12, 'endgameCount': 19, 'endgamePoints': 19, 'shift1Count': 7, 'shift1Points': 7, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 18, 'shift3Points': 18, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 45, 'teleopPoints': 45, 'totalCount': 57, 'totalPoints': 57, 'transitionCount': 1, 'transitionPoints': 1, 'uncounted': 1}",0.0,0.0,None,0.0,False,12.0,57.0,45.0,0.0,False
2026mndu2_qm77,Qm77,Qm,77,Red,frc1622,frc5720,frc5275,71,0.0,0.0,None,None,None,0.0,None,None,None,False,0.0,False,"{'autoCount': 18, 'autoPoints': 18, 'endgameCount': 12, 'endgamePoints': 12, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 21, 'shift2Points': 21, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 20, 'shift4Points': 20, 'teleopCount': 53, 'teleopPoints': 53, 'totalCount': 71, 'totalPoints': 71, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 0}",0.0,0.0,None,3.0,False,18.0,71.0,53.0,0.0,False
2026mndu2_qm8,Qm8,Qm,8,Blue,frc2500,frc2239,frc4226,18,0.0,0.0,None,None,None,0.0,None,None,None,False,0.0,False,"{'autoCount': 17, 'autoPoints': 17, 'endgameCount': 0, 'endgamePoints': 0, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 1, 'shift2Points': 1, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 1, 'teleopPoints': 1, 'totalCount': 18, 'totalPoints': 18, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 0}",0.0,1.0,None,0.0,False,17.0,18.0,1.0,0.0,False
2026mndu2_qm8,Qm8,Qm,8,Red,frc1622,frc4687,frc6045,193,0.0,0.0,None,None,None,0.0,None,None,None,True,5.0,False,"{'autoCount': 13, 'autoPoints': 13, 'endgameCount': 18, 'endgamePoints': 18, 'shift1Count': 83, 'shift1Points': 83, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 74, 'shift3Points': 74, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 175, 'teleopPoints': 175, 'totalCount': 188, 'totalPoints': 188, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 4}",0.0,0.0,None,4.0,False,13.0,193.0,175.0,0.0,False
2026mndu2_qm9,Qm9,Qm,9,Blue,frc4181,frc8122,frc9532,99,0.0,0.0,None,None,None,0.0,None,None,None,False,0.0,False,"{'autoCount': 23, 'autoPoints': 23, 'endgameCount': 27, 'endgamePoints': 27, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 23, 'shift2Points': 23, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 26, 'shift4Points': 26, 'teleopCount': 76, 'teleopPoints': 76, 'totalCount': 99, 'totalPoints': 99, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 0}",0.0,0.0,None,3.0,False,23.0,99.0,76.0,0.0,False
2026mndu2_qm9,Qm9,Qm,9,Red,frc2472,frc2512,frc3054,67,0.0,0.0,None,None,None,0.0,None,None,None,False,0.0,False,"{'autoCount': 11, 'autoPoints': 11, 'endgameCount': 31, 'endgamePoints': 31, 'shift1Count': 10, 'shift1Points': 10, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 15, 'shift3Points': 15, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 56, 'teleopPoints': 56, 'totalCount': 67, 'totalPoints': 67, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 0}",0.0,0.0,None,0.0,False,11.0,67.0,56.0,0.0,False
2026mndu2_sf10m1,Sf1,Sf,1,Blue,frc6758,frc10711,frc3212,79,0.0,0.0,None,None,None,0.0,None,None,None,False,5.0,False,"{'autoCount': 22, 'autoPoints': 22, 'endgameCount': 22, 'endgamePoints': 22, 'shift1Count': 21, 'shift1Points': 21, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 5, 'shift3Points': 5, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 52, 'teleopPoints': 52, 'totalCount': 74, 'totalPoints': 74, 'transitionCount': 4, 'transitionPoints': 4, 'uncounted': 0}",0.0,2.0,None,0.0,False,22.0,79.0,52.0,0.0,False
2026mndu2_sf10m1,Sf1,Sf,1,Red,frc5232,frc6045,frc2855,62,0.0,0.0,None,None,None,0.0,None,None,None,False,10.0,False,"{'autoCount': 24, 'autoPoints': 24, 'endgameCount': 10, 'endgamePoints': 10, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 5, 'shift2Points': 5, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 11, 'shift4Points': 11, 'teleopCount': 28, 'teleopPoints': 28, 'totalCount': 52, 'totalPoints': 52, 'transitionCount': 2, 'transitionPoints': 2, 'uncounted': 1}",0.0,1.0,None,0.0,False,24.0,62.0,28.0,0.0,False
2026mndu2_sf11m1,Sf1,Sf,1,Blue,frc2169,frc5913,frc2491,269,0.0,0.0,None,None,None,0.0,None,None,None,False,15.0,False,"{'autoCount': 31, 'autoPoints': 31, 'endgameCount': 111, 'endgamePoints': 111, 'shift1Count': 43, 'shift1Points': 43, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 69, 'shift3Points': 69, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 223, 'teleopPoints': 223, 'totalCount': 254, 'totalPoints': 254, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 0}",1.0,0.0,None,0.0,False,31.0,269.0,223.0,0.0,False
2026mndu2_sf11m1,Sf1,Sf,1,Red,frc6047,frc2052,frc6907,291,0.0,0.0,None,None,None,0.0,None,None,None,False,15.0,False,"{'autoCount': 94, 'autoPoints': 94, 'endgameCount': 64, 'endgamePoints': 64, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 60, 'shift2Points': 60, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 32, 'shift4Points': 32, 'teleopCount': 182, 'teleopPoints': 182, 'totalCount': 276, 'totalPoints': 276, 'transitionCount': 26, 'transitionPoints': 26, 'uncounted': 1}",1.0,0.0,None,0.0,False,94.0,291.0,182.0,0.0,False
2026mndu2_sf12m1,Sf1,Sf,1,Blue,frc2472,frc8122,frc2239,143,0.0,0.0,None,None,None,0.0,None,None,None,False,0.0,False,"{'autoCount': 21, 'autoPoints': 21, 'endgameCount': 52, 'endgamePoints': 52, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 34, 'shift2Points': 34, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 33, 'shift4Points': 33, 'teleopCount': 122, 'teleopPoints': 122, 'totalCount': 143, 'totalPoints': 143, 'transitionCount': 3, 'transitionPoints': 3, 'uncounted': 2}",0.0,1.0,None,0.0,False,21.0,143.0,122.0,0.0,False
2026mndu2_sf12m1,Sf1,Sf,1,Red,frc6758,frc10711,frc3212,65,0.0,0.0,None,None,None,0.0,None,None,None,False,5.0,False,"{'autoCount': 19, 'autoPoints': 19, 'endgameCount': 20, 'endgamePoints': 20, 'shift1Count': 6, 'shift1Points': 6, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 12, 'shift3Points': 12, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 41, 'teleopPoints': 41, 'totalCount': 60, 'totalPoints': 60, 'transitionCount': 3, 'transitionPoints': 3, 'uncounted': 0}",0.0,0.0,None,0.0,False,19.0,65.0,41.0,0.0,False
2026mndu2_sf13m1,Sf1,Sf,1,Blue,frc2472,frc8122,frc2239,87,0.0,0.0,None,None,None,0.0,None,None,None,False,5.0,False,"{'autoCount': 18, 'autoPoints': 18, 'endgameCount': 43, 'endgamePoints': 43, 'shift1Count': 9, 'shift1Points': 9, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 12, 'shift3Points': 12, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 64, 'teleopPoints': 64, 'totalCount': 82, 'totalPoints': 82, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 0}",1.0,1.0,None,0.0,False,18.0,87.0,64.0,0.0,False
2026mndu2_sf13m1,Sf1,Sf,1,Red,frc2169,frc5913,frc2491,164,0.0,0.0,None,None,None,0.0,None,None,None,False,20.0,False,"{'autoCount': 33, 'autoPoints': 33, 'endgameCount': 42, 'endgamePoints': 42, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 48, 'shift2Points': 48, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 21, 'shift4Points': 21, 'teleopCount': 111, 'teleopPoints': 111, 'totalCount': 144, 'totalPoints': 144, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 1}",0.0,1.0,None,0.0,False,33.0,164.0,111.0,0.0,False
2026mndu2_sf1m1,Sf1,Sf,1,Blue,frc10711,frc6758,frc3212,98,0.0,0.0,None,None,None,0.0,None,None,None,False,0.0,False,"{'autoCount': 31, 'autoPoints': 31, 'endgameCount': 28, 'endgamePoints': 28, 'shift1Count': 12, 'shift1Points': 12, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 27, 'shift3Points': 27, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 67, 'teleopPoints': 67, 'totalCount': 98, 'totalPoints': 98, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 1}",0.0,0.0,None,0.0,False,31.0,98.0,67.0,0.0,False
2026mndu2_sf1m1,Sf1,Sf,1,Red,frc6047,frc2052,frc6907,417,0.0,0.0,None,None,None,0.0,None,None,None,False,0.0,False,"{'autoCount': 104, 'autoPoints': 104, 'endgameCount': 68, 'endgamePoints': 68, 'shift1Count': 0, 'shift1Points': 0, 'shift2Count': 116, 'shift2Points': 116, 'shift3Count': 0, 'shift3Points': 0, 'shift4Count': 89, 'shift4Points': 89, 'teleopCount': 313, 'teleopPoints': 313, 'totalCount': 417, 'totalPoints': 417, 'transitionCount': 40, 'transitionPoints': 40, 'uncounted': 2}",0.0,0.0,None,0.0,False,104.0,417.0,313.0,0.0,False
2026mndu2_sf2m1,Sf1,Sf,1,Blue,frc4687,frc2177,frc3610,65,0.0,0.0,None,None,None,10.0,Level1,None,None,False,0.0,False,"{'autoCount': 18, 'autoPoints': 18, 'endgameCount': 20, 'endgamePoints': 20, 'shift1Count': 12, 'shift1Points': 12, 'shift2Count': 0, 'shift2Points': 0, 'shift3Count': 5, 'shift3Points': 5, 'shift4Count': 0, 'shift4Points': 0, 'teleopCount': 37, 'teleopPoints': 37, 'totalCount': 55, 'totalPoints': 55, 'transitionCount': 0, 'transitionPoints': 0, 'uncounted': 5}",0.0,1.0,None,0.0,False,18.0,65.0,47.0,10.0,False
